Z:\RAPID Cam 11\, 2024-04-17 13-17-52.mkv,In,3
Z:\RAPID Cam 11\, 2024-04-17 13-17-52.mkv,Out,429
Z:\RAPID Cam 11\, 2024-04-17 13-32-53.mkv,In,2
Z:\RAPID Cam 11\, 2024-04-17 13-32-53.mkv,Out,424
Z:\RAPID Cam 11\, 2024-04-17 13-47-59.mkv,In,0
Z:\RAPID Cam 11\, 2024-04-17 13-47-59.mkv,Out,360
Z:\RAPID Cam 11\, 2024-04-17 14-03-10.mkv,In,1
Z:\RAPID Cam 11\, 2024-04-17 14-03-10.mkv,Out,181
Z:\RAPID Cam 11\, 2024-04-17 14-18-16.mkv,In,0
Z:\RAPID Cam 11\, 2024-04-17 14-18-16.mkv,Out,0
